Reader,Case number,Modality (Color scale),Confidence score
Med2,106,Rainbow,35
Med2,107,Rainbow,55
Med2,108,Rainbow,15
Med2,109,Rainbow,85
Med2,110,Rainbow,85
Low2,56,Grayscale,55
Low2,57,Grayscale,35
Low2,58,Grayscale,55
Low2,59,Grayscale,85
Low2,60,Grayscale,55
Low2,61,Grayscale,55
Low2,62,Grayscale,35
Low2,63,Grayscale,15
Low2,64,Grayscale,45
Low2,65,Grayscale,45
Low2,66,Grayscale,65
Low2,67,Grayscale,85
Low2,68,Grayscale,55
Low2,69,Grayscale,55
Low2,70,Grayscale,35
Low2,71,Grayscale,55
Low2,72,Grayscale,65
Low2,73,Grayscale,45
Low2,74,Grayscale,55
Low2,75,Grayscale,35
Low2,76,Grayscale,55
Low2,77,Grayscale,85
Low2,78,Grayscale,45
Low2,79,Grayscale,25
Low2,80,Grayscale,35
Low2,81,Grayscale,25
Low2,82,Grayscale,15
Low2,83,Grayscale,15
Low2,84,Grayscale,15
Low2,85,Grayscale,35
Low2,86,Grayscale,15
Low2,87,Grayscale,35
Low2,88,Grayscale,25
Low2,89,Grayscale,35
Low2,90,Grayscale,25
Low2,91,Grayscale,45
Low2,92,Grayscale,55
Low2,93,Grayscale,25
Low2,94,Grayscale,15
Low2,95,Grayscale,15
Low2,96,Grayscale,45
Low2,97,Grayscale,25
Low2,98,Grayscale,35
Low2,99,Grayscale,45
Low2,100,Grayscale,55
Low2,101,Grayscale,45
Low2,102,Grayscale,45
Low2,103,Grayscale,25
Low2,104,Grayscale,55
Low2,105,Grayscale,55
Low2,106,Grayscale,15
Low2,107,Grayscale,55
Low2,108,Grayscale,45
Low2,109,Grayscale,55
Low2,110,Grayscale,45
Low2,56,Hot,85
Low2,57,Hot,45
Low2,58,Hot,55
Low2,59,Hot,85
Low2,60,Hot,65
Low2,61,Hot,55
Low2,62,Hot,35
Low2,63,Hot,25
Low2,64,Hot,25
Low2,65,Hot,35
Low2,66,Hot,85
Low2,67,Hot,85
Low2,68,Hot,65
Low2,69,Hot,65
Low2,70,Hot,35
Low2,71,Hot,55
Low2,72,Hot,85
Low2,73,Hot,55
Low2,74,Hot,45
Low2,75,Hot,25
Low2,76,Hot,65
Low2,77,Hot,85
Low2,78,Hot,55
Low2,79,Hot,25
Low2,80,Hot,25
Low2,81,Hot,15
Low2,82,Hot,15
Low2,83,Hot,15
Low2,84,Hot,25
Low2,85,Hot,15
Low2,86,Hot,15
Low2,87,Hot,55
Low2,88,Hot,35
Low2,89,Hot,15
Low2,90,Hot,55
Low2,91,Hot,55
Low2,92,Hot,15
Low2,93,Hot,25
Low2,94,Hot,15
Low2,95,Hot,55
Low2,96,Hot,15
Low2,97,Hot,45
Low2,98,Hot,15
Low2,99,Hot,15
Low2,100,Hot,55
Low2,101,Hot,15
Low2,102,Hot,55
Low2,103,Hot,25
Low2,104,Hot,55
Low2,105,Hot,55
Low2,106,Hot,25
Low2,107,Hot,25
Low2,108,Hot,15
Low2,109,Hot,55
Low2,110,Hot,35
Low2,56,Rainbow,85
Low2,57,Rainbow,55
Low2,58,Rainbow,55
Low2,59,Rainbow,85
Low2,60,Rainbow,75
Low2,61,Rainbow,55
Low2,62,Rainbow,25
Low2,63,Rainbow,15
Low2,64,Rainbow,15
Low2,65,Rainbow,35
Low2,66,Rainbow,75
Low2,67,Rainbow,85
Low2,68,Rainbow,75
Low2,69,Rainbow,55
Low2,70,Rainbow,35
Low2,71,Rainbow,75
Low2,72,Rainbow,85
Low2,73,Rainbow,15
Low2,74,Rainbow,45
Low2,75,Rainbow,55
Low2,76,Rainbow,65
Low2,77,Rainbow,85
Low2,78,Rainbow,15
Low2,79,Rainbow,15
Low2,80,Rainbow,25
Low2,81,Rainbow,25
Low2,82,Rainbow,15
Low2,83,Rainbow,45
Low2,84,Rainbow,15
Low2,85,Rainbow,35
Low2,86,Rainbow,35
Low2,87,Rainbow,65
Low2,88,Rainbow,45
Low2,89,Rainbow,55
Low2,90,Rainbow,45
Low2,91,Rainbow,55
Low2,92,Rainbow,35
Low2,93,Rainbow,25
Low2,94,Rainbow,25
Low2,95,Rainbow,35
Low2,96,Rainbow,25
Low2,97,Rainbow,45
Low2,98,Rainbow,15
Low2,99,Rainbow,25
Low2,100,Rainbow,55
Low2,101,Rainbow,25
Low2,102,Rainbow,55
Low2,103,Rainbow,35
Low2,104,Rainbow,15
Low2,105,Rainbow,55
Low2,106,Rainbow,45
Low2,107,Rainbow,35
Low2,108,Rainbow,15
Low2,109,Rainbow,55
Low2,110,Rainbow,35
Med1,1,HotGSDF,0
Med1,2,HotGSDF,82
Med1,3,HotGSDF,54
Med1,4,HotGSDF,0
Med1,5,HotGSDF,71
Med1,6,HotGSDF,65
Med1,7,HotGSDF,54
Med1,8,HotGSDF,20
Med1,9,HotGSDF,72
Med1,10,HotGSDF,31
Med1,11,HotGSDF,0
Med1,12,HotGSDF,64
Med1,13,HotGSDF,0
Med1,14,HotGSDF,63
Med1,15,HotGSDF,68
Med1,16,HotGSDF,21
Med1,17,HotGSDF,20
Med1,18,HotGSDF,0
Med1,19,HotGSDF,33
Med1,20,HotGSDF,0
Med1,21,HotGSDF,44
Med1,22,HotGSDF,55
Med1,23,HotGSDF,0
Med1,24,HotGSDF,0
Med1,25,HotGSDF,42
Med1,26,HotGSDF,0
Med1,27,HotGSDF,0
Med1,28,HotGSDF,0
Med1,29,HotGSDF,0
Med1,30,HotGSDF,0
Med1,31,HotGSDF,0
Med1,32,HotGSDF,33
Med1,33,HotGSDF,0
Med1,34,HotGSDF,0
Med1,35,HotGSDF,0
Med1,36,HotGSDF,63
Med1,37,HotGSDF,0
Med1,38,HotGSDF,43
Med1,39,HotGSDF,0
Med1,40,HotGSDF,21
Med1,41,HotGSDF,0
Med1,42,HotGSDF,0
Med1,43,HotGSDF,0
Med1,44,HotGSDF,0
Med1,45,HotGSDF,0
Med1,46,HotGSDF,31
Med1,47,HotGSDF,0
Med1,48,HotGSDF,2
Med1,49,HotGSDF,6
Med1,50,HotGSDF,0
Med1,51,HotGSDF,0
Med1,52,HotGSDF,0
Med1,53,HotGSDF,55
Med1,54,HotGSDF,0
Med1,55,HotGSDF,54
Med1,1,RainbowGSDF,0
Med1,2,RainbowGSDF,63
Med1,3,RainbowGSDF,55
Med1,4,RainbowGSDF,0
Med1,5,RainbowGSDF,43
Med1,6,RainbowGSDF,33
Med1,7,RainbowGSDF,40
Med1,8,RainbowGSDF,21
Med1,9,RainbowGSDF,31
Med1,10,RainbowGSDF,32
Med1,11,RainbowGSDF,0
Med1,12,RainbowGSDF,32
Med1,13,RainbowGSDF,0
Med1,14,RainbowGSDF,44
Med1,15,RainbowGSDF,0
Med1,16,RainbowGSDF,0
Med1,17,RainbowGSDF,0
Med1,18,RainbowGSDF,0
Med1,19,RainbowGSDF,0
Med1,20,RainbowGSDF,0
Med1,21,RainbowGSDF,22
Med1,22,RainbowGSDF,33
Med1,23,RainbowGSDF,0
Med1,24,RainbowGSDF,0
Med1,25,RainbowGSDF,11
Med1,26,RainbowGSDF,0
Med1,27,RainbowGSDF,21
Med1,28,RainbowGSDF,0
Med1,29,RainbowGSDF,21
Med1,30,RainbowGSDF,0
Med1,31,RainbowGSDF,0
Med1,32,RainbowGSDF,32
Med1,33,RainbowGSDF,0
Med1,34,RainbowGSDF,0
Med1,35,RainbowGSDF,0
Med1,36,RainbowGSDF,0
Med1,37,RainbowGSDF,21
Med1,38,RainbowGSDF,0
Med1,39,RainbowGSDF,0
Med1,40,RainbowGSDF,0
Med1,41,RainbowGSDF,0
Med1,42,RainbowGSDF,0
Med1,43,RainbowGSDF,0
Med1,44,RainbowGSDF,0
Med1,45,RainbowGSDF,0
Med1,46,RainbowGSDF,21
Med1,47,RainbowGSDF,0
Med1,48,RainbowGSDF,23
Med1,49,RainbowGSDF,0
Med1,50,RainbowGSDF,0
Med1,51,RainbowGSDF,0
Med1,52,RainbowGSDF,0
Med1,53,RainbowGSDF,0
Med1,54,RainbowGSDF,0
Med1,55,RainbowGSDF,0
Med3,56,HotGSDF,95
Med3,57,HotGSDF,65
Med3,58,HotGSDF,55
Med3,59,HotGSDF,85
Med3,60,HotGSDF,85
Med3,61,HotGSDF,75
Med3,62,HotGSDF,25
Med3,63,HotGSDF,55
Med3,64,HotGSDF,55
Med3,65,HotGSDF,45
Med3,66,HotGSDF,85
Med3,67,HotGSDF,95
Med3,68,HotGSDF,95
Med3,69,HotGSDF,85
Med3,70,HotGSDF,55
Med3,71,HotGSDF,85
Med3,72,HotGSDF,95
Med3,73,HotGSDF,55
Med3,74,HotGSDF,55
Med3,75,HotGSDF,55
Med3,76,HotGSDF,85
Med3,77,HotGSDF,85
Med3,78,HotGSDF,55
Med3,79,HotGSDF,45
Med3,80,HotGSDF,15
Med3,81,HotGSDF,25
Med3,82,HotGSDF,55
Med3,83,HotGSDF,55
Med3,84,HotGSDF,25
Med3,85,HotGSDF,15
Med3,86,HotGSDF,25
Med3,87,HotGSDF,55
Med3,88,HotGSDF,65
Med3,89,HotGSDF,55
Med3,90,HotGSDF,45
Med3,91,HotGSDF,65
Med3,92,HotGSDF,55
Med3,93,HotGSDF,55
Med3,94,HotGSDF,15
Med3,95,HotGSDF,55
Med3,96,HotGSDF,5
Med3,97,HotGSDF,55
Med3,98,HotGSDF,5
Med3,99,HotGSDF,5
Med3,100,HotGSDF,65
Med3,101,HotGSDF,25
Med3,102,HotGSDF,55
Med3,103,HotGSDF,55
Med3,104,HotGSDF,45
Med3,105,HotGSDF,75
Med3,106,HotGSDF,45
Med3,107,HotGSDF,45
Med3,108,HotGSDF,55
Med3,109,HotGSDF,75
Med3,110,HotGSDF,55
Med3,56,RainbowGSDF,95
Med3,57,RainbowGSDF,85
Med3,58,RainbowGSDF,55
Med3,59,RainbowGSDF,85
Med3,60,RainbowGSDF,75
Med3,61,RainbowGSDF,65
Med3,62,RainbowGSDF,45
Med3,63,RainbowGSDF,45
Med3,64,RainbowGSDF,55
Med3,65,RainbowGSDF,65
Med3,66,RainbowGSDF,85
Med3,67,RainbowGSDF,95
Med3,68,RainbowGSDF,85
Med3,69,RainbowGSDF,85
Med3,70,RainbowGSDF,45
Med3,71,RainbowGSDF,95
Med3,72,RainbowGSDF,95
Med3,73,RainbowGSDF,55
Med3,74,RainbowGSDF,55
Med3,75,RainbowGSDF,55
Med3,76,RainbowGSDF,85
Med3,77,RainbowGSDF,75
Med3,78,RainbowGSDF,55
Med3,79,RainbowGSDF,55
Med3,80,RainbowGSDF,45
Med3,81,RainbowGSDF,65
Med3,82,RainbowGSDF,45
Med3,83,RainbowGSDF,55
Med3,84,RainbowGSDF,55
Med3,85,RainbowGSDF,45
Med3,86,RainbowGSDF,55
Med3,87,RainbowGSDF,55
Med3,88,RainbowGSDF,55
Med3,89,RainbowGSDF,55
Med3,90,RainbowGSDF,45
Med3,91,RainbowGSDF,55
Med3,92,RainbowGSDF,45
Med3,93,RainbowGSDF,55
Med3,94,RainbowGSDF,55
Med3,95,RainbowGSDF,55
Med3,96,RainbowGSDF,65
Med3,97,RainbowGSDF,65
Med3,98,RainbowGSDF,5
Med3,99,RainbowGSDF,35
Med3,100,RainbowGSDF,55
Med3,101,RainbowGSDF,65
Med3,102,RainbowGSDF,55
Med3,103,RainbowGSDF,55
Med3,104,RainbowGSDF,15
Med3,105,RainbowGSDF,75
Med3,106,RainbowGSDF,45
Med3,107,RainbowGSDF,55
Med3,108,RainbowGSDF,35
Med3,109,RainbowGSDF,65
Med3,110,RainbowGSDF,65
High3,111,Grayscale,76
High3,112,Grayscale,54
High3,113,Grayscale,44
High3,114,Grayscale,54
High3,115,Grayscale,43
High3,116,Grayscale,54
High3,117,Grayscale,76
High3,118,Grayscale,74
High3,119,Grayscale,55
High3,120,Grayscale,55
High3,121,Grayscale,54
High3,122,Grayscale,64
High3,123,Grayscale,55
High3,124,Grayscale,75
High3,125,Grayscale,76
High3,126,Grayscale,76
High3,127,Grayscale,75
High3,128,Grayscale,54
High3,129,Grayscale,55
High3,130,Grayscale,66
High3,131,Grayscale,53
High3,132,Grayscale,55
High3,133,Grayscale,43
High3,134,Grayscale,54
High3,135,Grayscale,43
High3,136,Grayscale,65
High3,137,Grayscale,43
High3,138,Grayscale,54
High3,139,Grayscale,54
High3,140,Grayscale,43
High3,141,Grayscale,43
High3,142,Grayscale,74
High3,143,Grayscale,75
High3,144,Grayscale,32
High3,145,Grayscale,43
High3,146,Grayscale,53
High3,147,Grayscale,87
High3,148,Grayscale,55
High3,149,Grayscale,44
High3,150,Grayscale,54
High3,151,Grayscale,64
High3,152,Grayscale,67
High3,153,Grayscale,43
High3,154,Grayscale,35
High3,155,Grayscale,54
High3,156,Grayscale,54
High3,157,Grayscale,54
High3,158,Grayscale,75
High3,159,Grayscale,64
High3,160,Grayscale,76
High3,161,Grayscale,55
High3,162,Grayscale,64
High3,163,Grayscale,76
High3,164,Grayscale,43
High3,165,Grayscale,55
High3,111,Hot,80
High3,112,Hot,73
High3,113,Hot,56
High3,114,Hot,58
High3,115,Hot,55
High3,116,Hot,74
High3,117,Hot,53
High3,118,Hot,81
High3,119,Hot,54
High3,120,Hot,71
High3,121,Hot,78
High3,122,Hot,73
High3,123,Hot,52
High3,124,Hot,66
High3,125,Hot,77
High3,126,Hot,75
High3,127,Hot,82
High3,128,Hot,53
High3,129,Hot,77
High3,130,Hot,73
High3,131,Hot,76
High3,132,Hot,59
High3,133,Hot,44
High3,134,Hot,53
High3,135,Hot,52
High3,136,Hot,54
High3,137,Hot,59
High3,138,Hot,54
High3,139,Hot,55
High3,140,Hot,54
High3,141,Hot,53
High3,142,Hot,64
High3,143,Hot,33
High3,144,Hot,51
High3,145,Hot,42
High3,146,Hot,52
High3,147,Hot,43
High3,148,Hot,54
High3,149,Hot,58
High3,150,Hot,51
High3,151,Hot,40
High3,152,Hot,56
High3,153,Hot,55
High3,154,Hot,54
High3,155,Hot,64
High3,156,Hot,52
High3,157,Hot,51
High3,158,Hot,63
High3,159,Hot,76
High3,160,Hot,55
High3,161,Hot,53
High3,162,Hot,57
High3,163,Hot,64
High3,164,Hot,43
High3,165,Hot,41
High3,111,Rainbow,76
High3,112,Rainbow,54
High3,113,Rainbow,54
High3,114,Rainbow,54
High3,115,Rainbow,54
High3,116,Rainbow,77
High3,117,Rainbow,54
High3,118,Rainbow,53
High3,119,Rainbow,46
High3,120,Rainbow,57
High3,121,Rainbow,75
High3,122,Rainbow,51
High3,123,Rainbow,55
High3,124,Rainbow,74
High3,125,Rainbow,76
High3,126,Rainbow,76
High3,127,Rainbow,76
High3,128,Rainbow,52
High3,129,Rainbow,68
High3,130,Rainbow,64
High3,131,Rainbow,74
High3,132,Rainbow,65
High3,133,Rainbow,33
High3,134,Rainbow,43
High3,135,Rainbow,52
High3,136,Rainbow,53
High3,137,Rainbow,54
High3,138,Rainbow,54
High3,139,Rainbow,65
High3,140,Rainbow,75
High3,141,Rainbow,56
High3,142,Rainbow,65
High3,143,Rainbow,32
High3,144,Rainbow,43
High3,145,Rainbow,64
High3,146,Rainbow,43
High3,147,Rainbow,40
High3,148,Rainbow,65
High3,149,Rainbow,51
High3,150,Rainbow,54
High3,151,Rainbow,43
High3,152,Rainbow,43
High3,153,Rainbow,41
High3,154,Rainbow,54
High3,155,Rainbow,76
High3,156,Rainbow,43
High3,157,Rainbow,54
High3,158,Rainbow,63
High3,159,Rainbow,61
High3,160,Rainbow,48
High3,161,Rainbow,75
High3,162,Rainbow,54
High3,163,Rainbow,54
High3,164,Rainbow,55
High3,165,Rainbow,33
Med3,111,Grayscale,85
Med3,112,Grayscale,75
Med3,113,Grayscale,35
Med3,114,Grayscale,75
Med3,115,Grayscale,25
Med3,116,Grayscale,65
Med3,117,Grayscale,55
Med3,118,Grayscale,65
Med3,119,Grayscale,45
Med3,120,Grayscale,75
Med3,121,Grayscale,65
Med3,122,Grayscale,75
Med3,123,Grayscale,45
Med3,124,Grayscale,65
Med3,125,Grayscale,65
Med3,126,Grayscale,75
Med3,127,Grayscale,75
Med3,128,Grayscale,45
Med3,129,Grayscale,55
Med3,130,Grayscale,75
Med3,131,Grayscale,55
Med3,132,Grayscale,45
Med3,133,Grayscale,35
Med3,134,Grayscale,55
Med3,135,Grayscale,35
Med3,136,Grayscale,35
Med3,137,Grayscale,35
Med3,138,Grayscale,35
Med3,139,Grayscale,55
Med3,140,Grayscale,15
Med3,141,Grayscale,35
Med3,142,Grayscale,45
Med3,143,Grayscale,35
Med3,144,Grayscale,55
Med3,145,Grayscale,35
Med3,146,Grayscale,25
Med3,147,Grayscale,65
Med3,148,Grayscale,55
Med3,149,Grayscale,45
Med3,150,Grayscale,25
Med3,151,Grayscale,40
Med3,152,Grayscale,45
Med3,153,Grayscale,25
Med3,154,Grayscale,15
Med3,155,Grayscale,35
Med3,156,Grayscale,35
Med3,157,Grayscale,35
Med3,158,Grayscale,35
Med3,159,Grayscale,55
Med3,160,Grayscale,65
Med3,161,Grayscale,55
Med3,162,Grayscale,45
Med3,163,Grayscale,45
Med3,164,Grayscale,55
Med3,165,Grayscale,25
Med3,111,Hot,75
Med3,112,Hot,55
Med3,113,Hot,55
Med3,114,Hot,55
Med3,115,Hot,35
Med3,116,Hot,65
Med3,117,Hot,35
Med3,118,Hot,75
Med3,119,Hot,35
Med3,120,Hot,75
Med3,121,Hot,75
Med3,122,Hot,75
Med3,123,Hot,45
Med3,124,Hot,75
Med3,125,Hot,75
Med3,126,Hot,75
Med3,127,Hot,75
Med3,128,Hot,25
Med3,129,Hot,65
Med3,130,Hot,75
Med3,131,Hot,65
Med3,132,Hot,65
Med3,133,Hot,25
Med3,134,Hot,25
Med3,135,Hot,25
Med3,136,Hot,45
Med3,137,Hot,25
Med3,138,Hot,45
Med3,139,Hot,55
Med3,140,Hot,35
Med3,141,Hot,25
Med3,142,Hot,45
Med3,143,Hot,25
Med3,144,Hot,45
Med3,145,Hot,45
Med3,146,Hot,25
Med3,147,Hot,35
Med3,148,Hot,45
Med3,149,Hot,55
Med3,150,Hot,45
Med3,151,Hot,25
Med3,152,Hot,45
Med3,153,Hot,35
Med3,154,Hot,25
Med3,155,Hot,35
Med3,156,Hot,45
Med3,157,Hot,35
Med3,158,Hot,25
Med3,159,Hot,75
Med3,160,Hot,55
Med3,161,Hot,55
Med3,162,Hot,25
Med3,163,Hot,55
Med3,164,Hot,55
Med3,165,Hot,35
Med3,111,Rainbow,75
Med3,112,Rainbow,65
Med3,113,Rainbow,35
Med3,114,Rainbow,55
Med3,115,Rainbow,25
Med3,116,Rainbow,65
Med3,117,Rainbow,25
Med3,118,Rainbow,45
Med3,119,Rainbow,35
Med3,120,Rainbow,75
Med3,121,Rainbow,75
Med3,122,Rainbow,75
Med3,123,Rainbow,45
Med3,124,Rainbow,65
Med3,125,Rainbow,75
Med3,126,Rainbow,75
Med3,127,Rainbow,65
Med3,128,Rainbow,25
Med3,129,Rainbow,75
Med3,130,Rainbow,75
Med3,131,Rainbow,55
Med3,132,Rainbow,65
Med3,133,Rainbow,25
Med3,134,Rainbow,25
Med3,135,Rainbow,35
Med3,136,Rainbow,25
Med3,137,Rainbow,45
Med3,138,Rainbow,35
Med3,139,Rainbow,55
Med3,140,Rainbow,15
Med3,141,Rainbow,25
Med3,142,Rainbow,25
Med3,143,Rainbow,15
Med3,144,Rainbow,25
Med3,145,Rainbow,55
Med3,146,Rainbow,25
Med3,147,Rainbow,25
Med3,148,Rainbow,45
Med3,149,Rainbow,65
Med3,150,Rainbow,35
Med3,151,Rainbow,25
Med3,152,Rainbow,25
Med3,153,Rainbow,25
Med3,154,Rainbow,25
Med3,155,Rainbow,55
Med3,156,Rainbow,45
Med3,157,Rainbow,45
Med3,158,Rainbow,55
Med3,159,Rainbow,65
Med3,160,Rainbow,55
Med3,161,Rainbow,45
Med3,162,Rainbow,25
Med3,163,Rainbow,45
Med3,164,Rainbow,25
Med3,165,Rainbow,15
Low3,111,Grayscale,43
Low3,112,Grayscale,76
Low3,113,Grayscale,65
Low3,114,Grayscale,44
Low3,115,Grayscale,44
Low3,116,Grayscale,76
Low3,117,Grayscale,76
Low3,118,Grayscale,87
Low3,119,Grayscale,76
Low3,120,Grayscale,88
Low3,121,Grayscale,65
Low3,122,Grayscale,65
Low3,123,Grayscale,65
Low3,124,Grayscale,76
Low3,125,Grayscale,76
Low3,126,Grayscale,88
Low3,127,Grayscale,77
Low3,128,Grayscale,44
Low3,129,Grayscale,76
Low3,130,Grayscale,89
Low3,131,Grayscale,77
Low3,132,Grayscale,65
Low3,133,Grayscale,32
Low3,134,Grayscale,43
Low3,135,Grayscale,32
Low3,136,Grayscale,76
Low3,137,Grayscale,22
Low3,138,Grayscale,22
Low3,139,Grayscale,44
Low3,140,Grayscale,33
Low3,141,Grayscale,32
Low3,142,Grayscale,76
Low3,143,Grayscale,66
Low3,144,Grayscale,66
Low3,145,Grayscale,32
Low3,146,Grayscale,44
Low3,147,Grayscale,22
Low3,148,Grayscale,76
Low3,149,Grayscale,76
Low3,150,Grayscale,55
Low3,151,Grayscale,55
Low3,152,Grayscale,76
Low3,153,Grayscale,55
Low3,154,Grayscale,32
Low3,155,Grayscale,33
Low3,156,Grayscale,65
Low3,157,Grayscale,33
Low3,158,Grayscale,65
Low3,159,Grayscale,32
Low3,160,Grayscale,77
Low3,161,Grayscale,33
Low3,162,Grayscale,32
Low3,163,Grayscale,89
Low3,164,Grayscale,54
Low3,165,Grayscale,22
Low3,111,Hot,85
Low3,112,Hot,85
Low3,113,Hot,75
Low3,114,Hot,85
Low3,115,Hot,25
Low3,116,Hot,75
Low3,117,Hot,45
Low3,118,Hot,85
Low3,119,Hot,55
Low3,120,Hot,85
Low3,121,Hot,85
Low3,122,Hot,85
Low3,123,Hot,65
Low3,124,Hot,75
Low3,125,Hot,85
Low3,126,Hot,85
Low3,127,Hot,85
Low3,128,Hot,65
Low3,129,Hot,75
Low3,130,Hot,75
Low3,131,Hot,75
Low3,132,Hot,85
Low3,133,Hot,35
Low3,134,Hot,35
Low3,135,Hot,45
Low3,136,Hot,65
Low3,137,Hot,75
Low3,138,Hot,85
Low3,139,Hot,75
Low3,140,Hot,85
Low3,141,Hot,65
Low3,142,Hot,85
Low3,143,Hot,15
Low3,144,Hot,25
Low3,145,Hot,25
Low3,146,Hot,45
Low3,147,Hot,45
Low3,148,Hot,75
Low3,149,Hot,65
Low3,150,Hot,75
Low3,151,Hot,15
Low3,152,Hot,75
Low3,153,Hot,25
Low3,154,Hot,25
Low3,155,Hot,65
Low3,156,Hot,85
Low3,157,Hot,45
Low3,158,Hot,65
Low3,159,Hot,75
Low3,160,Hot,85
Low3,161,Hot,85
Low3,162,Hot,45
Low3,163,Hot,65
Low3,164,Hot,65
Low3,165,Hot,25
Low3,111,Rainbow,75
Low3,112,Rainbow,85
Low3,113,Rainbow,55
Low3,114,Rainbow,75
Low3,115,Rainbow,35
Low3,116,Rainbow,85
Low3,117,Rainbow,25
Low3,118,Rainbow,75
Low3,119,Rainbow,75
Low3,120,Rainbow,85
Low3,121,Rainbow,85
Low3,122,Rainbow,75
Low3,123,Rainbow,65
Low3,124,Rainbow,75
Low3,125,Rainbow,55
Low3,126,Rainbow,75
Low3,127,Rainbow,95
Low3,128,Rainbow,65
Low3,129,Rainbow,85
Low3,130,Rainbow,95
Low3,131,Rainbow,85
Low3,132,Rainbow,75
Low3,133,Rainbow,15
Low3,134,Rainbow,35
Low3,135,Rainbow,25
Low3,136,Rainbow,65
Low3,137,Rainbow,75
Low3,138,Rainbow,75
Low3,139,Rainbow,75
Low3,140,Rainbow,75
Low3,141,Rainbow,15
Low3,142,Rainbow,35
Low3,143,Rainbow,15
Low3,144,Rainbow,25
Low3,145,Rainbow,75
Low3,146,Rainbow,25
Low3,147,Rainbow,15
Low3,148,Rainbow,25
Low3,149,Rainbow,35
Low3,150,Rainbow,15
Low3,151,Rainbow,25
Low3,152,Rainbow,15
Low3,153,Rainbow,25
Low3,154,Rainbow,65
Low3,155,Rainbow,75
Low3,156,Rainbow,75
Low3,157,Rainbow,35
Low3,158,Rainbow,65
Low3,159,Rainbow,85
Low3,160,Rainbow,75
Low3,161,Rainbow,35
Low3,162,Rainbow,15
Low3,163,Rainbow,65
Low3,164,Rainbow,65
Low3,165,Rainbow,25
Low3,111,HotGSDF,65
Low3,112,HotGSDF,76
Low3,113,HotGSDF,76
Low3,114,HotGSDF,43
Low3,115,HotGSDF,44
Low3,116,HotGSDF,20
Low3,117,HotGSDF,44
Low3,118,HotGSDF,87
Low3,119,HotGSDF,33
Low3,120,HotGSDF,87
Low3,121,HotGSDF,89
Low3,122,HotGSDF,89
Low3,123,HotGSDF,64
Low3,124,HotGSDF,88
Low3,125,HotGSDF,88
Low3,126,HotGSDF,89
Low3,127,HotGSDF,88
Low3,128,HotGSDF,77
Low3,129,HotGSDF,77
Low3,130,HotGSDF,87
Low3,131,HotGSDF,76
Low3,132,HotGSDF,100
Low3,133,HotGSDF,22
Low3,134,HotGSDF,21
Low3,135,HotGSDF,33
Low3,136,HotGSDF,32
Low3,137,HotGSDF,75
Low3,138,HotGSDF,43
Low3,139,HotGSDF,66
Low3,140,HotGSDF,55
Low3,141,HotGSDF,76
Low3,142,HotGSDF,22
Low3,143,HotGSDF,65
Low3,144,HotGSDF,43
Low3,145,HotGSDF,21
Low3,146,HotGSDF,21
Low3,147,HotGSDF,33
Low3,148,HotGSDF,66
Low3,149,HotGSDF,21
Low3,150,HotGSDF,54
Low3,151,HotGSDF,33
Low3,152,HotGSDF,43
Low3,153,HotGSDF,32
Low3,154,HotGSDF,22
Low3,155,HotGSDF,43
Low3,156,HotGSDF,65
Low3,157,HotGSDF,32
Low3,158,HotGSDF,65
Low3,159,HotGSDF,76
Low3,160,HotGSDF,32
Low3,161,HotGSDF,33
Low3,162,HotGSDF,75
Low3,163,HotGSDF,65
Low3,164,HotGSDF,54
Low3,165,HotGSDF,32
Low3,111,RainbowGSDF,32
Low3,112,RainbowGSDF,76
Low3,113,RainbowGSDF,65
Low3,114,RainbowGSDF,75
Low3,115,RainbowGSDF,77
Low3,116,RainbowGSDF,76
Low3,117,RainbowGSDF,22
Low3,118,RainbowGSDF,76
Low3,119,RainbowGSDF,76
Low3,120,RainbowGSDF,100
Low3,121,RainbowGSDF,77
Low3,122,RainbowGSDF,76
Low3,123,RainbowGSDF,76
Low3,124,RainbowGSDF,76
Low3,125,RainbowGSDF,89
Low3,126,RainbowGSDF,90
Low3,127,RainbowGSDF,65
Low3,128,RainbowGSDF,76
Low3,129,RainbowGSDF,88
Low3,130,RainbowGSDF,88
Low3,131,RainbowGSDF,66
Low3,132,RainbowGSDF,87
Low3,133,RainbowGSDF,77
Low3,134,RainbowGSDF,21
Low3,135,RainbowGSDF,10
Low3,136,RainbowGSDF,33
Low3,137,RainbowGSDF,43
Low3,138,RainbowGSDF,55
Low3,139,RainbowGSDF,33
Low3,140,RainbowGSDF,43
Low3,141,RainbowGSDF,10
Low3,142,RainbowGSDF,32
Low3,143,RainbowGSDF,44
Low3,144,RainbowGSDF,22
Low3,145,RainbowGSDF,76
Low3,146,RainbowGSDF,33
Low3,147,RainbowGSDF,11
Low3,148,RainbowGSDF,33
Low3,149,RainbowGSDF,55
Low3,150,RainbowGSDF,21
Low3,151,RainbowGSDF,33
Low3,152,RainbowGSDF,22
Low3,153,RainbowGSDF,22
Low3,154,RainbowGSDF,21
Low3,155,RainbowGSDF,66
Low3,156,RainbowGSDF,33
Low3,157,RainbowGSDF,33
Low3,158,RainbowGSDF,77
Low3,159,RainbowGSDF,33
Low3,160,RainbowGSDF,65
Low3,161,RainbowGSDF,44
Low3,162,RainbowGSDF,22
Low3,163,RainbowGSDF,34
Low3,164,RainbowGSDF,66
